0,1
"the little owl, the great owl, the white owl,",n’igihuna n’inyanana na tinishemeti;
And God spoke all these words:,"Imana ivuga aya majambo yose,"
"the third white, and the fourth dappled—all of them powerful.",uwa gatatu wakwegwa n’amafarasi y’ibitare; uwa kane wakwegwa n’amafarasi y’ibibamba mu tugajo.
"Look, your house is left to you desolate.",Rāba inzu yanyu muyitānywe ar’ umusaka.
I sent Tychicus to Ephesus.,Ariko Tukiko namurungitse muri Efeso.
"The Kohathite clans: Amram, Izhar, Hebron and Uzziel.","Aba ni bo bene Kohati, nk’ukw imiryango yabo iri: Amuramu na Isihari na Heburoni na Uziyeli."
“How then were your eyes opened?” they asked.,"Nuko baramubaza, bati Mbega non’ amaso yawe yahumūtse ate?"
"Set your minds on things above, not on earthly things.","Mushire imitima ku biri hejuru, ntimuyishire ku biri mw isi."
The word of the Lord came to me:,"Maz’ ijambo ry’Uhoraho rinzako,"
"Then she instructed him to say to Mordecai,","Maze Esiteri avugana na Hataki amurungikana amajambo kuri Moridekayi,"
"From the descendants of Bani: Maadai, Amram, Uel,","Mu ba Bani, ni Mayadayi na Amuramu na Uweli,"
The men seized Jesus and arrested him.,"Bamushōrerakw amaboko, baramufata."
"From Zion, perfect in beauty, God shines forth.",Kuri Siyoni h’ubgiza buhebuje Ni ho Imana ikayanganiye.
The word of the Lord came to me:,"Ijambo ry’Uhoraho rinzako,"
Bless those who persecute you; bless and do not curse.,"Ababahama mubahezagire; mubahezagire, ntimubavume;"
"blue, purple and scarlet yarn and fine linen; goat hair;","n’inyuzi z’amasufe n’iz’ amashigisha n’izisa n’agahama n’ izera derere, n’ubushenza bg’ impene;"
"If anyone has ears to hear, let them hear.”","Ūri n’amatwi yumva, ni yumve."
From the descendants of Immer: Hanani and Zebadiah.,"Muri bene Imeri, ni Hanani na Zebadiya."
"Uzzi the father of Zerahiah, Zerahiah the father of Meraioth,","Uzi avyara Zerahiya, Zerahiya avyara Merayoti;"
For all the Prophets and the Law prophesied until John.,"Kukw abavugishwa n’Imana bose bāvugishijwe, bo n’ivyagezwe, gushitsa igihe ca Yohana,"
"His division numbers 74,600.",Ingabo zāharūwe zabo zar’ ibihumbi mirongwirindwi na bine n’amajana atandatu.
"When Hadad died, Samlah from Masrekah succeeded him as king.","Hadadi atanze, Samula w’i Masireka asubira ku ngoma yiwe."
David son of Jesse was king over all Israel.,Dawidi mwene Isayi yaganje Abisirayeli bose.
You may eat any clean bird.,Ibisīga n’inyoni vyose bidahumanya mwemererwa kubirya.
"Eliel, Obed and Jaasiel the Mezobaite.","na Eliyeli na Obedi, na Yasiyeli w’i Mezoba."
"Although Joseph recognized his brothers, they did not recognize him.","Yosefu amenya bene se, ariko bo ntibamumenya."
"of Harim 1,017",Abo mu ba Harimu n’igihumbi n’icumi n’indwi.
"Again, it says, “Rejoice, you Gentiles, with his people.”","Kandi yongera kuvuga, ati Yemwe banyamahanga ni munezeranwe n’abantu bayo."
"In the hill country: Shamir, Jattir, Sokoh,","Ibisagara vyo mu mugamba vyār’ ibi: Shamira na Yatira na Sokoho,"
"Jokmeam, Beth Horon,","na Yokimeyamu na Beti‐horoni,"
"Jarmuth, Adullam, Sokoh, Azekah,","na Yaramuti na Aduwamu na Sokoho na Azeka,"
"For we know in part and we prophesy in part,","Kuko tuzi agace, kandi tuvugishwa n’Imana agace,"
They brayed among the bushes and huddled in the undergrowth.,Basigaye bābirira mu bisaka nk’inka; Bīryamira hamwe musi y’ ibisuru.
So the people rested on the seventh day.,Nuko ku w’indwi abantu bararuhuka.
Strength resides in its neck; dismay goes before it.,Mw izosi ryayo habamw’ inkomezi; Gutera akōba kwayo kuyihamiriza imbere.
"Dilean, Mizpah, Joktheel,","na Dilani na Misipe na Yokiteli,"
one male goat for a sin offering;,n’isuguru y’impene imwe kw ikimazi co gutangirwa ivyaha;
"The Lord said to Moses,","Uhoraho abarira Mose,"
"Kedemoth and Mephaath, together with their pasturelands—four towns;","n’i Kedemoti n’i Mefati, bo n’amaragiro bigendanye; vyar’ ibisagara bine."
"for without him, who can eat or find enjoyment?","None ni nde ashobora kurya, canke ni nde ashobora kugira umunezero kurusha jewe?"
the king of Hormah one the king of Arad one,"n’uw’i Horuma, n’ uw’i Aradi;"
His God instructs him and teaches him the right way.,"Kukw Imana yiwe imwereka neza, ikamwigisha."
They were a source of grief to Isaac and Rebekah.,batuntuza imitima ya Isaka na Rebeka.
"but when completeness comes, what is in part disappears.","ariko, ah’ igihingūye kizoshikira, ivy’ agace bizokūrwaho."
Then Jacob kissed Rachel and began to weep aloud.,"Yakobo agūmbīra Rakeli, araheza araturika ararira."
Therefore I despise myself and repent in dust and ashes.”,"Ni co kinteye kwizinukwa, nkihana Nigaragura mu mukungugu no mu munyota."
"locusts have no king, yet they advance together in ranks;","Inzige ntizigira umwami, Yamara zigenda zose zīciye imice;"
"Peter declared, “Even if all fall away, I will not.”","Maze Petero aramubgira, ati N’iyo vyotsitaza bose, urakūra jeho."
"“There is no peace,” says my God, “for the wicked.”","Nta mahoro ku banyakibi, ni kw Imana yanje igize."
one male goat for a sin offering;,n’ isuguru y’impene imwe kw ikimazi co gutangirwa ivyaha;
"Enoch, Methuselah, Lamech, Noah.","na Henoki na Metusela na Lameki,"
"Egypt was the father of the Ludites, Anamites, Lehabites, Naphtuhites,","Misirayimu yakomōtsweko n’Abaludi n’Abanami n’Abalehabi n’Abanafutuhi,"
of Ramah and Geba 621,Ab’i Rama n’i Geba n’amajana atandatu na mirongwibiri n’umwe.
"At that time Abijah son of Jeroboam became ill,",Ico gihe Abiya mwene Yerobowamu ararwara.
So Peter and the other disciple started for the tomb.,"Nuko Petero arasohoka, na wa mwigishwa wundi, baja ku mva."
Altogether there were 276 of us on board.,Kandi twese abāri mu bgato twar’ abantu amajana abiri na mirongwirindwi na batandatu.
"The Lord said to Moses,","Uhoraho abarira Mose,"
She selects wool and flax and works with eager hands.,"Arondera ubgoya bg’intama n’ipampa, Akoresha amaboko yiwe umutima ukunze."
Jesus wept.,Yesu ararira.
And without doubt the lesser is blessed by the greater.,Ariko nta wohakana k’uworoshe adahezagirwa n’ūmurengeye.
I made reservoirs to water groves of flourishing trees.,nigomereye amazi ngw avomerwe ingemwe z’ibiti vyatewe;
Magdiel and Iram. These were the chiefs of Edom.,na Magidiyeli na Iramu. Abo ni bo bakuru b’imiryango yakomōtse kuri Edomu.
Hold before their eyes the sticks you have written on,Kand’ inkoni wanditseko zize zibe mu kuboko kwawe mu maso yabo.
The children of Anah: Dishon and Oholibamah daughter of Anah.,"Kand’ aba ni bo bene Ana: Dishoni na Oholibama, umukobga wa Ana nyene."
"It included: Beersheba (or Sheba), Moladah,","Ishamvu yabo bahawe yari Beri‐sheba na Sheba na Molada,"
For even his own brothers did not believe in him.,Kuko na bene nyina na bo batāmwizera.
The Lord said to Moses:,"Uhoraho abarira Mose,"
The height of each cherub was ten cubits.,"Uburebure bg’umukerubi umwe bgar’ amatambge cumi, n’ubg’ uwundi kuno nyene."
"Gold, silver, bronze, iron, tin, lead","kw ibintu vyo mw izahabu n’ivyo mw ifeza n’ivyo mu miringa n’ivyo mu vyuma n’ivyo mw ibāti n’ivyo mw isāsu,"
"through Jashub, the Jashubite clan; through Shimron, the Shimronite clan.","na Yashubu, ni we gishitsi c’inzu y’Abayashubu; na Shimuroni, ni we gishitsi c’inzu y’Abashimuroni."
"“Be dressed ready for service and keep your lamps burning,","Mwame mukenyeye, kand’ amatara yanyu yame yaka:"
“ ‘The woman he marries must be a virgin.,Kand’ uwo azokwābīra az’ abe inkumi yirongoreye.
one male goat for a sin offering;,n’isuguru y’impene imwe kw ikimazi co gutangirwa ivyaha;
"Pathrusites, Kasluhites (from whom the Philistines came) and Caphtorites.","n’Abapatirusi n’Abakasiluhi (ni bo bākomōtsweko n’Abafilisitiya), kandi yakomōtsweko n’ Abakafutori."
God thus confirming our testimony about Christ among you.,kuk’ ugushingira intahe Kristo kwakomejwe muri mwebge.
of the other Nebo 52,Abagabo b’i Nebo handi ni mirongwitanu na babiri.
"Oholibamah, Elah, Pinon,","na Oholibama na Ela na Pinoni,"
rejoicing in his whole world and delighting in mankind.,Niginagura mw isi yayo yāgānutse; Mpimbarwa n’abana b’abantu.
"The number from the tribe of Benjamin was 35,400.",abāharūwe bo mu muryango wa Benyamini baba ibihumbi mirongwitatu na bitanu n’amajana ane.
"Amon his son, Josiah his son.","uwa Manase ni Amoni, uwa Amoni ni Yosiya."
the king of Aphek one the king of Lasharon one,"n’uw’ i Afeka, n’uw’i Lasharoni;"
"Gera, Shephuphan and Huram.",na Gera na Shefufani na Huramu.
"Laziness brings on deep sleep, and the shiftless go hungry.","Ubunebge butera itiro ryinshi, Kand’ umunyabute azogira inzara."
"The descendants of Simeon: Nemuel, Jamin, Jarib, Zerah and Shaul;",Bene Simeyoni ni Nemuweli na Yamini na Yaribu na Zera na Shauli.
"all the kings of Zimri, Elam and Media;","n’abami bose b’i Zimuri, n’abami bose b’i Elamu, n’abami bose b’Abamedi,"
"And God permitting, we will do so.",Imana ni yabikunda turagenza durtyo.
Iphdeiah and Penuel were the sons of Shashak.,"na Ifudeya na Penuweli, ni bo bene Shashaki."
Job continued his discourse:,"Maze Yobu yongera kuvuga amajambo yiwe y’ibirāgurāgu,"
Madmenah is in flight; the people of Gebim take cover.,"Ab’ i Madimena bacitse igikuba, ababa i Gebimu bahunganye utwabo!"
of Bezai 324,Abo mu ba Besayi n’amajana atatu na mirongwibiri na bane.
"Shallum the father of Hilkiah, Hilkiah the father of Azariah,","Shalumu avyara Hilukiya, Hilukiya avyara Azariya;"
"Brothers and sisters, pray for us.","Bene Data, mudusengere."
The musicians: the descendants of Asaph 148,Abaririmvyi bo mu ba Asafu n’ijana na mirongwine n’umunani.
You are witnesses of these things.,Namwe mur’ ivyabona vyo kuvuga ivyo.
"Elkanah his son, Zophai his son, Nahath his son,","uwa Ahimoti ni Elukana, uwa Elukana ni Zofayi, uwa Zofayi ni Nahati;"
"Esther replied, “My petition and my request is this:","Esiteri aramwishura, at’ Ico nsaba kandi ndondera n’iki:"
Nothing on earth is its equal— a creature without fear.,"Nta kindi gihwanye na yo kiri kw isi, Yo yaremwe ar’ inshirabgoba."
"Amaziah his son, Azariah his son, Jotham his son,","uwa Yowasi ni Amaziya, uwa Amaziya ni Uziya, uwa Uziya ni Yotamu;"
"He replied, “I saw Satan fall like lightning from heaven.","Arababgira, ati Nabonye Satani, avuye mw ijuru, akoroka nk’umuravyo."
"The sons of Eliphaz: Teman, Omar, Zepho, Gatam and Kenaz.",Bene Elifazi ni Temani na Omari na Sefo na Gatamu na Kenazi.
“Can a man break iron— iron from the north—or bronze?,"Mbega har’ uwoshobora kuvuna icuma, kand’ ar’ icuma kivuye i burārūko, bo n’umuringa?"
The manna was like coriander seed and looked like resin.,"Kand’ iyo manu yasa n’utubuto tw’agati kitwa gadi, ishusho yayo yasa n’ivyitwa budola."
of Bethel and Ai 223,Abagabo b’i Beteli n’i Hayi n’ amajana abiri na mirongwibiri na batatu.
"Benaiah, Bedeiah, Keluhi,","na Benaya na Bedeya na Keluhi,"
“Remember the Sabbath day by keeping it holy.,Wibuke kuziririza umusi w’ isabato.
"He said to them, “Listen to this dream I had:","Arababarira, at’ Enda ni mwumve inzozi narose:"
Then Job replied:,"Maze Yobu arishura,"
Plague went before him; pestilence followed his steps.,"Ikīza camugendera imbere, Na Kizimire akamuja inyuma."
The Merarites were counted by their clans and families.,"Kand’ abāharūwe bo mu miryango y’aba Merari, nk’ukw imiryango yabo iri, nk’ukw amazu ya ba sekuruza ari,"
"Hivites, Arkites, Sinites,",n’Abahiwi n’Abaruki n’Abasini
"At once the Spirit sent him out into the wilderness,",Mpwemu aca amushorera mu bugaragwa.
of Adonikam 667,Abo mu ba Adonikamu n’amajana atandatu na mirongwitandatu n’indwi.
"John’s baptism—was it from heaven, or of human origin?”","non’ ukubatiza kwa Yohana kwāturutse mw ijuru, canke se mu bantu?"
"Then the Lord said to Moses,","Uhoraho abarira Mose,"
The animals take cover; they remain in their dens.,"Ico gihe ibikōko binyegera mu bgihisho, Bikaguma mu masenga yavyo."
"also Elioenai, Jaakobah, Jeshohaiah, Asaiah, Adiel, Jesimiel, Benaiah,",na Eliyowenayi na Yakoba na Yeshohaya na Asaya na Adiyeli na Yesimiyeli na Benaya;
"In the western foothills: Eshtaol, Zorah, Ashnah,","Ibisagara vyo mu kiyaya vyar’ ibi: Eshitayoli na Sora na Ashina,"
Such confidence we have through Christ before God.,"Uko ni ko twizigira Imana kubga Kristo,"
"Heshbon and Jazer, together with their pasturelands.","na Heshiboni na Yazeri, bo n’amaragiro bigendanye."
"and the Lord said to Moses,","Uhoraho abarira Mose,"
"Be merciful, just as your Father is merciful.","Mugire imbabazi, nk’uko So agira imbabazi."
Jesus entered Jericho and was passing through.,"Ashika i Yeriko, arikw arahaca."
"the eleventh to Azarel, his sons and relatives 12","ubg’ icumi na rimwe bgerekana Azareli n’abigishwa biwe na bagenzi biwe, bose na bose bār’ icumi na babiri;"
"I, Paul, write this greeting in my own hand.","Uku ni kwo gutasha kwanje Paulo, kwanditswe n’ukwanje kuboko."
"through Shemida, the Shemidaite clan; through Hepher, the Hepherite clan.","na Shemida, ni we gishitsi c’inzu y’Abashemida; na Heferi, ni we gishitsi c’inzu y’Abaheferi."
I thank my God every time I remember you.,"Nshima Imana yanje, uko mbibutse kwose,"
Better is open rebuke than hidden love.,Guhanira ahibonekeza Kuruta urukundo rudaseruka.
"Goshen, Holon and Giloh—eleven towns and their villages.",na Gosheni na Holoni na Gilo; vyar’ ibisagara cumi na kimwe bifise imihana ibikūkira.
The sons of Rachel’s servant Bilhah: Dan and Naphtali.,"aba Biluha incoreke ya Rakeli, ni Dani na Nafutali;"
Then he measured the portico of the gateway;,"Agera n’urubaraza rw’ikirimba rurābana n’ingoro, ruba irenga rimwe."
"They laughed at him, knowing that she was dead.","Baramutwenga bamushinyagurira, kuko bari bazi ko yapfuye."
"So the poor have hope, and injustice shuts its mouth.","Uko ni k’umworo agira ivyizigiro, Abagabitanya bakazibga akanwa."
"435 camels and 6,720 donkeys.","n’ingamiya zabo zar’ amajana ane na mirongwitatu na zitanu, n’indogoba zabo ibihumbi bitandatu n’amajana ndwi na mirongwibiri."
"Magpiash, Meshullam, Hezir,","na Magipiyashi na Meshulamu na Heziri,"
"The Lord said to Moses,","Uhoraho abarira Mose,"
"Zebadiah, Arad, Eder,","Kandi Zebadiya na Aradi na Ederi,"
"Nogah, Nepheg, Japhia,","na Noga na Nefegi na Yafiya,"
Of the Shelanites : Asaiah the firstborn and his sons.,"N’abo mu ba Shiloni, uwa mbere ni Asaya n’abahungu biwe."
"the twenty-first to Hothir, his sons and relatives 12","ubga mirongwibiri na rimwe bgerekana Hotiri n’abigishwa biwe na bagenzi biwe, bose na bose bār’ icumi na babiri;"
"The descendants of Judah: Perez, Hezron, Karmi, Hur and Shobal.",Abākomōtse kuri Yuda ni Peresi na Hesironi na Karumi na Huri na Shobali.
The son of Dan: Hushim.,Mwene Dani ni Hushimu.
"Ahitub the father of Zadok, Zadok the father of Ahimaaz,","Ahitubu avyara Sadoki, Sadoki avyara Ahimasi;"
Once more he went away and prayed the same thing.,"Yongera kugenda, arasenga, avuga amajambo amwe n’aya mbere."
Do not eat any detestable thing.,Ntimuze murye ikintu na kimwe kizira.
From the Izharites: Shelomoth; from the sons of Shelomoth: Jahath.,mu ba Isuhari ni Shelomoti; mu ba Shelomoti ni Yahati;
"Hepher the Mekerathite, Ahijah the Pelonite,","na Heferi w’i Mekerati, na Ahiya w’i Peloni;"
I confess my iniquity; I am troubled by my sin.,"Kuko nzokwatura ukugabitanya kwanje, Nzogira umubabaro w’icaha canje."
the men of Bethlehem and Netophah 188,Abagabo b’i Betelehemu n’i Netofa n’ijana na mirongumunani n’umunani.
"Sibbekai the Hushathite, Ilai the Ahohite,","na Sibekayi w’i Hushati, na Ilayi w’i Ahohi;"
"Meraioth his son, Amariah his son, Ahitub his son,","uwa Zerahiya ni Merayoti, uwa Merayoti ni Amariya, uwa Amariya ni Ahitubu;"
"After he had said this, he dismissed the assembly.","Avuze ivyo, acūra ikoraniro."
"The sons of Levi: Gershon, Kohath and Merari.",Bene Lewi ni Gerushoni na Kohati na Merari.
"They all ate and were satisfied,",Bararya bose barahāga.
"Generations come and generations go, but the earth remains forever.","Urwaruka rumwe ruragenda, rukabisa urundi; isi igahorah’ ibihe vyose."
Belonging to the Gershonites: Ladan and Shimei.,Bene Gerushoni bāri Ladani na Shimeyi.
"Then the word of the Lord came to Jeremiah, saying:","Maz’ ijambo ry’Uhoraho riza kuri Yeremiya,"
"“You Cushites, too, will be slain by my sword.”","Namwe Banyetiyopiya n’uko, muzokwicwa n’inkota y’Uhoraho."
Then the word of the Lord came to Isaiah:,"Maz’ ijambo ry’Uhoraho rishika kuri Yesaya,"
The Levites in the holy city totaled 284.,Abalewi bo ku murwa wera bose na bose bar’ amajana abiri na mirongumunani na bane.
"the third row shall be jacinth, agate and amethyst;",mu wa gatatu habe utwitwa leshemu na shevo na akilama;
Nun his son and Joshua his son.,"uwa Elishama ni Nuni, uwa Nuni ni Yosuwa."
"Then the Jews said, “See how he loved him!”","Abayuda baravuga, bat’ Eh’ ingene yamukunda."
They left Rephidim and camped in the Desert of Sinai.,"Bavudukayo, basagaza mu bugaragwa bg’i Sinayi."
And so you will bear testimony to me.,bicike ikimenyetso kibere mwebge icabona.
"The sons of Ulla: Arah, Hanniel and Rizia.",Bene Ula ni Ara na Haniyeli na Risiya.
"and said, “Prophesy to us, Messiah. Who hit you?”","bati Yewe Kristo, dupfindūre: ni nde agukubise?"
"The sons of Kohath: Amram, Izhar, Hebron and Uzziel.",Bene Kohati ni Amuramu na Isihari na Heburoni na Uziyeli.
"Hazor Hadattah, Kerioth Hezron (that is, Hazor),","na Hasori‐hadata na Keriyoti‐hezeroni (ari ho Hasori),"
"for it is written: “Be holy, because I am holy.”","Kuko vyanditswe, ngo Mube abera, kuko nanje nd’uwera."
Do not quench the Spirit.,Ntimukazimye Mpwemu;
"But they kept shouting, “Crucify him! Crucify him!”","Ariko bo barayogora, bati Mubambe, mubambe."
Go! I am sending you out like lambs among wolves.,Ni mugende; rāba mbatumye muri nk’abana b’intama mu mabingira hagati.
“Crucify him!” they shouted.,"Bongera kuyogora, bati Mubambe."
"The Lord said to Moses,","Uhoraho abarira Mose,"
Fools fold their hands and ruin themselves.,"Igipfu kizinga amaboko, kikīrya inyama."
Then the man got up and went home.,Aravyuka arataha.
"But Jeremiah answered them, “Tell Zedekiah,","Maze Yeremiya arabishura, at’ Uku abe ari ko mubarira Zedekiya:"
"Follow my example, as I follow the example of Christ.","Munyigāne, nk’uko nanje nīgāna Kristo."
"Moses’ father-in-law replied, “What you are doing is not good.","Sebukwe aramwishura, at’ Ivyo ukora ivyo si vyiza."
"Ishpan, Eber, Eliel,","Kandi Ishupani na Eberi na Eliyeli,"
"Therefore what God has joined together, let no one separate.”",Nukw ico Imana yamatanije umuntu ntaz’ akimature.
"from Mattanah to Nahaliel, from Nahaliel to Bamoth,","bavuduka i Matana, bashika i Nahaliyeli; bavuduka i Nahaliyeli bashika i Bamoti;"
"Ebed-Melek went out of the palace and said to him,","Ebedumeleki asohoka mu ngoro i bgami, abarira umwami,"
"of Azgad 1,222",Abo mu ba Azigadi n’igihumbi n’amajana abiri na mirongwibiri na babiri.
"His sister Hammoleketh gave birth to Ishhod, Abiezer and Mahlah.",Hamoleketi mushiki wa Gileyadi avyara Ishihodi na Abiyezeri na Mahula.
the sixth Ozem and the seventh David.,"uwa gatandatu ni Osemu, uw’ indwi ni Dawidi;"
of Anathoth 128,Abagabo b’i Anatoti n’ijana na mirongwibiri n’umunani.
"“ ‘Sir,’ they said, ‘he already has ten!’","Baramubgira, bati Mugenzi, mbega kw afise icumi!"
In the beginning God created the heavens and the earth.,Ubga mbere na mbere Imana yaremye ijuru n’isi.
Moses told the Israelites all that the Lord commanded him.,Nuko Mose ashikiriza Abisirayeli ivyo Uhoraho yamubariye vyose.
Then Eliphaz the Temanite replied:,"Maze Elifazi w’i Temani arishura,"
"“Come, Zion! Escape, you who live in Daughter Babylon!”","Yewe Siyoni ubana n’umukobga w’i Babuloni, cika uhunge!"
"Adam, Seth, Enosh,","Adamu na Seti na Enoshi,"
until the Lord looks down from heaven and sees.,"Gushitsa igihe Uhoraho azokwitegereza, akarāba hasi ari mw ijuru."
They were given Hebron in Judah with its surrounding pasturelands.,"babaha Heburoni mu ntāra y’Abayuda, n’amaragiro ahakikije;"
Night pierces my bones; my gnawing pains never rest.,"Mw ijoro amagufa yanje yantobekeranirijwemwo, Uburibge buranguguna ntibumpumekera."
"“How beautiful are your tents, Jacob, your dwelling places, Israel!","At’ Ewe kuntu amahema yanyu ari meza, yemwe aba Yakobo, Ukuntu imihana yanyu ari myiza, yemwe Abisirayeli!"
of Bebai 623,Abo mu ba Bebayi n’amajana atandatu na mirongwibiri na batatu.
"Cry out, Daughter Gallim! Listen, Laishah! Poor Anathoth!","Shira ijwi hejuru utakambe, wa mukobga w’i Galimu! Banga ugutwi, Layisha! Ewe Anatoti uragowe!"
Then I went to Syria and Cilicia.,Maze nja mu ntāra z’i Siriya n’i Kilikiya.
“Make an altar of acacia wood for burning incense.,Kand’ uz’ ubāze igicaniro co kwoserezakw imibavu: ukibāze mu giti citwa umushita.
Then Job replied:,"Maze Yobu arishura,"
"Simon and his companions went to look for him,",Simoni n’abandi bāri kumwe na we baramukurikira:
the king of Madon one the king of Hazor one,"n’ uw’i Madoni, n’uw’i Hasori;"
"When they had crossed over, they landed at Gennesaret.","Bamaze kujabuka hakurya, bafata i musozi mu ntāra y’i Genesareti."
"I urge you, therefore, to reaffirm your love for him.",Nuko ndabinginga mukomeze urukundo kuri we.
He keeps company with evildoers; he associates with the wicked.,"Agenda yifatanije n’abakora ivy’ ukugabitanya, Kand’ akagendana n’abanyakibi."
"The sons of Bela were: Addar, Gera, Abihud,","Abahungu ba Bela ni Adari na Gera na Abihudi,"
"through Arodi, the Arodite clan; through Areli, the Arelite clan.","na Arodi, ni we gishitsi c’inzu y’Abarodi; na Areli, ni we gishitsi c’inzu y’Abareli."
"“Listen to this, Job; stop and consider God’s wonders.","Umve ibi, yewe Yobu: Hagarara, witegereze ibikorwa vy’Imana bitangaje."
"the descendants of Delaiah, Tobiah and Nekoda 642",Abo mu ba Delaya no mu ba Tobiya no mu ba Nekoda n’amajana atandatu na mirongwine na babiri.
"They waged war against the Hagrites, Jetur, Naphish and Nodab.",Bukeye batera Abahaguri na Yeturi na Nafisha na Nodabu;
"Rehum, Hashabnah, Maaseiah,","na Rehumu na Hashabuna na Mayaseya,"
"The Lord said to Moses and Aaron,","Uhoraho abarira Mose na Aroni,"
Keep on loving one another as brothers and sisters.,Ugukunda bene Data ni kugumeho.
"Eluzai, Jerimoth, Bealiah, Shemariah and Shephatiah the Haruphite;","na Eluzayi na Yerimoti na Beyaliya na Shemariya, na Shefatiya w’i Harufu;"
(An omer is one-tenth of an ephah.),Ingero yitwa efa irimw’ izitwa omeru cumi.
"When they saw the star, they were overjoyed.",Babonye iyo nyenyeri banezerwa akaneza kenshi cane.
The word of the Lord came to me:,"Ijambo ry’Uhoraho ryongera kunzako,"
"Beth Arabah, Zemaraim, Bethel,","na Beti‐araba na Semarayimu na Beteli,"
Neziah and Hatipha,"no mu ba Nesiya, no mu ba Hatifa."
Or what can anyone give in exchange for their soul?,Mbeg’ umuntu yotanga iki ngw acungure ubugingo bgiwe?
Then Job replied:,"Maze Yobu arishura,"
"Hivites, Arkites, Sinites,","n’Abahiwi n’Abaruki n’Abasini,"
"And there was evening, and there was morning—the third day.","Buragoroba, buraca: uwo n’umusi ugira gatatu."
"The Lord said to Moses,","Uhoraho abarira Mose,"
"in Nebuchadnezzar’s eighteenth year, 832 people from Jerusalem;","mu mwaka ugira icumi n’umunani Nebukadineza ari ku ngoma, yajanye ab’ inyagano amajana munani na mirongwitatu na babiri, abakūye i Yerusalemu;"
"along with Azariah, Ezra, Meshullam,","na Azariya na Ezira na Meshulamu,"
News of this spread through all that region.,Iyo nkuru ikwira mur’ ico gihugu cose.
"You love every harmful word, you deceitful tongue!","Wa rurimi rw’ingunge we, Ukunda amagambo yose ayongobeza abantu."
The grace of our Lord Jesus Christ be with you.,Ubuntu bg’Umwami wacu Yesu Kristo bubane namwe.
An angel from heaven appeared to him and strengthened him.,"Umumarayika aramwiyereka, avuye mw ijuru, amuha intege."
"the third row was jacinth, agate and amethyst;",mu wa gatatu har’ utwitwa leshemu na shevo na akilama;
"The sons of Gomer: Ashkenaz, Riphath and Togarmah.",Aba Gomeri ni Ashikenazi na Rifati na Togaruma.
Thus the people were divided because of Jesus.,"Ishengero riramupfa,"
and find out what pleases the Lord.,"Mumenye neza ibihimbara Umwami wacu,"
"Hadad, Tema, Jetur, Naphish and Kedemah.",na Hadadi na Tema na Yeturi na Nafishi na Kedema:
They left Hazeroth and camped at Rithmah.,"Bavudukayo, basagaza i Ritima."
"The territory of their inheritance included: Zorah, Eshtaol, Ir Shemesh,","Urubibe rw’ishamvu yabo rwaca i Sora n’i Eshitayoli n’i Irishemeshi,"
"Shekaniah, Rehum, Meremoth,","na Shekaniya na Rehumu na Meremoti,"
"Atroth Shophan, Jazer, Jogbehah,","n’i Ataroti‐shofani, n’i Yazeri, n’i Yogibeha,"
Now the famine was still severe in the land.,Kigoyi kirushiriza kuba cinshi mu gihugu.
"through Shupham, the Shuphamite clan; through Hupham, the Huphamite clan.","na Shufamu, ni we gishitsi c’inzu y’Abashufamu; na Hufamu, ni we gishitsi c’inzu y’Abahufamu."
The word of the Lord came to me:,"Ijambo ry’Uhoraho ryongera kunzako,"
"Do not rule over them ruthlessly, but fear your God.","Ntimuze mubatwaze igitugu, ariko mugende muntinya, jewe Imana yanyu."
"Greet Priscilla and Aquila, my co-workers in Christ Jesus.","Muntahirize Purisikila na Akwila abākoranye nanje muri Kristo Yesu,"
"Our dear friend Luke, the doctor, and Demas send greetings.","Luka, umuganga akundwa, na Dema, barabatasha."
"The Lord said to Moses,","Uhoraho abarira Mose,"
The word of the Lord Almighty came to me.,"Ijambo ry’Uhoraho Nyen’ ingabo rinzako,"
An honest answer is like a kiss on the lips.,Uwishuye ibiroranye Biba bibaye nk’indamukanyo nziza.
"Jephthah sent back messengers to the Ammonite king,","Yefuta yongera gutuma intumwa ku mwami w’Abamoni,"
of Zattu 845,Abo mu ba Zatu n’amajana munani na mirongwine na batanu.
They left the Desert of Sin and camped at Dophkah.,"Bavudukayo, basagaza i Dofuka."
"for every lofty tower and every fortified wall,","no ku munara wose ushizwe hejuru, no ku ruzitiro rurerure rwose rw’amabuye,"
"After him, Elon the Zebulunite led Israel ten years.","Akurikirwa na Eloni wo mu Bazebuloni, aba umucamanza w’ Abisirayeli; amara imyaka cumi abacira imanza."
"When Pilate heard this, he was even more afraid,","Nuko Pilato yumvise iryo jambo, arushiriza gutinya;"
"Giddel, Gahar, Reaiah,","no mu ba Gideli, no mu ba Gahari, no mu ba Reyaya,"
"From the descendants of Binnui: Shimei,","na Bani na Binuwi na Shimeyi,"
"He saw through their duplicity and said to them,","Maz’ amenya ubugunge bgabo, arababgira,"
Then they remembered his words.,"Bibuka ya majambo yiwe,"
"“I have installed my king on Zion, my holy mountain.”","Ati Ni jewe niyimikiye umwami wanje Kuri Siyoni, umurwa wanje wera."
"Bukki his son, Uzzi his son, Zerahiah his son,","uwa Abishuwa ni Buki, uwa Buki ni Uzi, uwa Uzi ni Zerahiya;"
"Keros, Sia, Padon,","no mu ba Kerosi, no mu ba Siya, no mu ba Padoni,"
