0,1
"Show me your ways, Lord , teach me your paths.","Uhoraho, nyereka inzira zawe, Nyigisha amarango yawe."
"Deliver Israel, O God, from all their troubles!","Mana, cungura Abisirayeli, Ubakūre mu marushwa yabo yose."
The voice of the Lord strikes with flashes of lightning.,Ijwi ry’Uhoraho rishwaza ibirimi vy’umuriro.
From heaven the Lord looks down and sees all mankind;,"Uhoraho yitegereza ari mw ijuru, Arāba abana b’abantu bose."
I confess my iniquity; I am troubled by my sin.,"Kuko nzokwatura ukugabitanya kwanje, Nzogira umubabaro w’icaha canje."
"Come quickly to help me, my Lord and my Savior.","Tebuka untabare, Mwami, gakiza kanje."
"He subdued nations under us, peoples under our feet.","Aduha guhagarara amahanga ku gakanu, Ashira amoko musi y’ibirenge vyacu."
"When the kings joined forces, when they advanced together,","Kand’ abami barakorakoranye, Bawurenganira icarimwe,"
they saw her and were astounded; they fled in terror.,"Barawurāba, baca baratangara, Bacika ivutu, bahunga vuba."
"Walk about Zion, go around her, count her towers,","Mugendagende kuri Siyoni, muwukikuze, Muharūre iminara yaho,"
"both low and high, rich and poor alike:","Aboroshe n’abahambaye, Abatunzi n’aboro bose hamwe."
"From Zion, perfect in beauty, God shines forth.",Kuri Siyoni h’ubgiza buhebuje Ni ho Imana ikayanganiye.
You hate my instruction and cast my words behind you.,"K’ur’ inyankaguhanwa, Ugashiburira amajambo yanje inyuma yawe!"
"You love every harmful word, you deceitful tongue!","Wa rurimi rw’ingunge we, Ukunda amagambo yose ayongobeza abantu."
Fear and trembling have beset me; horror has overwhelmed me.,"Gutinya n’ukuja mu gatengo binshitseko, Ngwishijwe igihūmura no gucika ivutu."
I would flee far away and stay in the desert;,"Rāba, mba nyerereye ngashika kure, Nkarāra mu bugaragwa. Sela ."
My companion attacks his friends; he violates his covenant.,"Wa wundi yarāmvuye amaboko ngw arwanye abābana na we amahoro, Yahumanije isezerano ryiwe."
"When I am afraid, I put my trust in you.",Igihe cose ntinye Nzokwizigira.
They wander about for food and howl if not satisfied.,Bahunahuna hose barondera inyama; Ni batāhāga bakesha ijoro.
"Indeed, you are our glory and joy.",Kukw ari mwebge cubahiro cacu n’umunezero wacu.
Therefore encourage one another with these words.,Nuko mwiruranishe ayo majambo.
"Rejoice always,",Munezerwe imisi yose;
"pray continually,",musenge ubudasība;
Do not quench the Spirit.,Ntimukazimye Mpwemu;
Do not treat prophecies with contempt,ntimugakengere ivy’ abavugishwa n’Imana;
"but test them all; hold on to what is good,","mugerageze vyose, mugumye ivyiza,"
reject every kind of evil.,mwirinde icitwa ikibi cose.
"Brothers and sisters, pray for us.","Bene Data, mudusengere."
Greet all God’s people with a holy kiss.,Muramukishe bene Data kugumbirana kwera.
The grace of our Lord Jesus Christ be with you.,Ubuntu bg’Umwami wacu Yesu Kristo bubane namwe.
"“And now, you priests, this warning is for you.","Nuko rero mwa baherezi mwe, iri bgirizwa ni mwebge ndaribgirije."
"“I am sending you Huram-Abi, a man of great skill,","Ati None ndungitse umuntu w’umuhinga yahawe ubgenge, yitwa Huramu‐abi;"
the stands with their basins;,"akora na vya bitereko, na vya bigarigari vyo gutereka kuri vyo;"
the Sea and the twelve bulls under it;,"na ca kiyaga, na vya bishushanyo vy’amapfizi ukw ar’ icumi na bibiri cari giteretsweko;"
Solomon then went to Hamath Zobah and captured it.,"Maze Salomo atera i Hamati‐zoba, arahanesha."
Solomon reigned in Jerusalem over all Israel forty years.,Salomo yamaze imyaka mirongwine ari ku ngoma aganza Abisirayeli bose ar’ i Yerusalemu.
"Bethlehem, Etam, Tekoa,","Yubaka Betelehemu na Etamu na Tekowa,"
"Beth Zur, Soko, Adullam,","na Beti‐suri na Sokoho na Adulamu,"
"Gath, Mareshah, Ziph,","na Gati na Maresha na Zifu,"
"Adoraim, Lachish, Azekah,","na Adorayimu na Lakishi na Azeka,"
"She bore him sons: Jeush, Shemariah and Zaham.",Bavyarana abana b’abahungu Yushi na Shemariya na Zahamu.
The Spirit of God came on Azariah son of Oded.,Maze Mpwemu w’Imana aza kuri Azariya mwene Odedi;
"next, Jehohanan the commander, with 280,000;","uwamukurikira ni Yehohanani, na we yagaba ibihumbi amajana abiri na mirongumunani,"
"next, Jehozabad, with 180,000 men armed for battle.","uwamukurikira ni Yehozabadi, na we yagaba ibihumbi ijana na mirongumunani, bitwaje ibirwanishwa."
And the Lord heard Hezekiah and healed the people.,"Nuk’ Uhoraho yumvira Hezekiya, atunga abantu."
Hezekiah asked the priests and Levites about the heaps;,Maze Hezekiya abaza abaherezi n’Abalewi ivy’ ivyo birundo.
"Then she instructed him to say to Mordecai,","Maze Esiteri avugana na Hataki amurungikana amajambo kuri Moridekayi,"
"When Esther’s words were reported to Mordecai,",Nuko babgira Moridekayi amajambo ya Esiteri.
Then Esther sent this reply to Mordecai:,"Maze Esiteri arabatuma yishura Moridekayi,"
"Esther replied, “My petition and my request is this:","Esiteri aramwishura, at’ Ico nsaba kandi ndondera n’iki:"
"So the king and Haman went to Queen Esther’s banquet,",Nuk’ umwami na Hamani baza gusangira n’umwamikazi Esiteri.
"They also killed Parshandatha, Dalphon, Aspatha,","Bica na Parishanidata na Dalifoni na Asipata,"
"Poratha, Adalia, Aridatha,","na Porata na Adaliya na Aridata,"
"Parmashta, Arisai, Aridai and Vaizatha,","na Parimashita na Arisayi na Aridayi na Vayizata,"
"that he lavished on us. With all wisdom and understanding,",ubgo yadusēsekarije mu bgenge bgose no kumenya:
"not by works, so that no one can boast.","ntivyavuye ku bikorwa, kugira ngo hoye kugira uwirarira."
"For this reason I kneel before the Father,","Ni co gituma mpfukamira Data wa twese,"
"one Lord, one faith, one baptism;","Harih’ Umwami umwe, n’ukwizera kumwe, no kubatizwa kumwe;"
"That, however, is not the way of life you learned","Ariko mweho ntimwize Kristo murtyo,"
to be made new in the attitude of your minds;,"mugahinduka basha mu mpwemu y’ubgenge bganyu,"
and do not give the devil a foothold.,kandi ntimuhe wa Murwanizi icicaro.
"Follow God’s example, therefore, as dearly loved children","Nuko mwīgāne Imana, nk’abana ikunda."
Therefore do not be partners with them.,Nuko ntimugafatanye na bo;
and find out what pleases the Lord.,"Mumenye neza ibihimbara Umwami wacu,"
Submit to one another out of reverence for Christ.,"Mugamburukanire, kuko mwubashe Kristo."
for we are members of his body.,kuko tur’ ingingo z’umubiri wiwe.
because they forsook him and served Baal and the Ashtoreths.,"Uko ni ko bātaye Uhoraho, bagasaba Bayali na Ashitaroti."
Jerub-Baal son of Joash went back home to live.,"Nuko Yerubayali mwene Yowasi, ari we Gideyoni, ni kwo gutaha, yībēra i muhira;"
"After Abimelek had governed Israel three years,","Nuko Abimeleki amara imyaka itatu, ari we aganza Abisirayeli."
"When Abimelek heard that they had assembled there,",Abimeleki abarirwa yukw abantu bose bo ku munara w’i Shekemu bakoraniye hamwe.
"When Jair died, he was buried in Kamon.","Yayiri apfuye, bamuhamba i Kamoni."
"Some time later, when the Ammonites were fighting against Israel,","Igihe kiragera, Abamoni ni kwo gutera Abisirayeli."
"Jephthah sent back messengers to the Ammonite king,","Yefuta yongera gutuma intumwa ku mwami w’Abamoni,"
"After him, Ibzan of Bethlehem led Israel.","Yefuta akurikirwa na Ibusani w’i Betelehemu, aba umucamanza w’Abisirayeli."
Then Ibzan died and was buried in Bethlehem.,"Ibusani araheza arapfa, bamuhamba i Betelehemu."
"After him, Elon the Zebulunite led Israel ten years.","Akurikirwa na Eloni wo mu Bazebuloni, aba umucamanza w’ Abisirayeli; amara imyaka cumi abacira imanza."
"After him, Abdon son of Hillel, from Pirathon, led Israel.","Akurikirwa na Abudoni mwene Hileli w’Umunyapiratoni, na we acira imanza Abisirayeli."
Then the Israelites drew near to Benjamin the second day.,Nuko ku musi ugira kabiri Abisirayeli bongera kwēgereza Ababenyamini.
Then Israel set an ambush around Gibeah.,Nukw Abisirayeli barekura abaca ibico ngo batangatange i Gibeya impande zose.
"Eighteen thousand Benjamites fell, all of them valiant fighters.","Mu Babenyamini hapfa abantu ibihumbi cumi n’ umunani, bose n’abahizi."
"After Ahab’s death, Moab rebelled against Israel.","Ahabu amaze gutanga, Abanyamowabu bagarariza Abisirayeli."
So the young prophet went to Ramoth Gilead.,Nuk’ uwo muvugishwa w’ umusore aragenda aja i Ramoti‐gileyadi.
So Jehu destroyed Baal worship in Israel.,"Uko ni ko Yehu yahenebereje ya mana Bayali, akayikūra mu Bisirayeli."
Joash was seven years old when he began to reign.,Yowasi yar’ amaze imyaka ndwi igihe yaja ku ngoma.
"When King Hezekiah’s officials came to Isaiah,",Nukw abantu b’ umwami Hezekiya bashika kuri Yesaya.
The Lord said through his servants the prophets:,"Bukeye Uhoraho avugira mu basavyi biwe yavugisha,"
Judah will be inhabited forever and Jerusalem through all generations.,"Arikw i Buyuda hazokwamaho gushitsa ibihe bidashira, bo n’i Yerusalemu uk’ urunganwe ruzogenda rukurikirana."
“Meaningless! Meaningless!” says the Teacher. “Utterly meaningless! Everything is meaningless.”,"N’ubusa gusa, ni k’Umusiguzi agize; n’ubusa gusa, vyose n’ubusa."
"Generations come and generations go, but the earth remains forever.","Urwaruka rumwe ruragenda, rukabisa urundi; isi igahorah’ ibihe vyose."
"I, the Teacher, was king over Israel in Jerusalem.",Jewe Umusiguzi nar’ umwami w’Abisirayeli i Yerusalemu.
"“Laughter,” I said, “is madness. And what does pleasure accomplish?”","Navuze ku bitwengo, nti Birasaze, no ku binezereza, nti Bimaze iki?"
I made reservoirs to water groves of flourishing trees.,nigomereye amazi ngw avomerwe ingemwe z’ibiti vyatewe;
"for without him, who can eat or find enjoyment?","None ni nde ashobora kurya, canke ni nde ashobora kugira umunezero kurusha jewe?"
What do workers gain from their toil?,Mbeg’ ūkora aronka inyungu ki mu vyamutamije?
Fools fold their hands and ruin themselves.,"Igipfu kizinga amaboko, kikīrya inyama."
Again I saw something meaningless under the sun:,Nuko ndasubira nitegereza ubundi busa musi y’izuba.
Much dreaming and many words are meaningless. Therefore fear God.,"Kuko mu nzozi nyinshi harimw’ ubusa, no mu magambo menshi n’uko: ariko weho, wubahe Imana."
"Do not be overrighteous, neither be overwise— why destroy yourself?","Ntube umugororotsi arengeje urugero, kandi ntiwīgire umunyabgenge burengeranye: n’iki cotuma wikwegera kuranduka?"
“Meaningless! Meaningless!” says the Teacher. “Everything is meaningless!”,"N’ubusa gusa, ni k’Umusiguzi agize, vyose n’ubusa."
"Ibhar, Elishua, Nepheg, Japhia,","na Ibuhari na Elishuwa na Nefegi na Yafiya,"
"Elishama, Eliada and Eliphelet.",na Elishama na Eliyada na Elifeleti.
Joab sent David a full account of the battle.,Maze Yowabu atuma kumenyesha Dawidi ivy’ intambara uko bimeze;
"When King David heard all this, he was furious.","Maz’ umwami Dawidi yumvise ivyo vyose, araraka cane."
The Israelites and Absalom camped in the land of Gilead.,Maze Abusalomu n’Abisirayeli basagaza mu gihugu c’i Gileyadi.
Sheva was secretary; Zadok and Abiathar were priests;,Shewa yar’ umukarani; Sadoki na Abiyatari ni bo bār’ abaherezi;
and Ira the Jairite was David’s priest.,Ira w’Umuyayiri na we yar’ umujenama mukuru wa Dawidi.
They all lose heart; they come trembling from their strongholds.,"Abanyamahanga barakabiranye, Bava mu binyegero vyabo bahinda agashitsi."
"Shammah the Harodite, Elika the Harodite,","na Shama w’i Harodi, na Elika w’i Harodi nyene;"
"Helez the Paltite, Ira son of Ikkesh from Tekoa,","na Helezi w’i Paluti, na Ira mwene Ikeshi w’i Tekowa;"
"Abiezer from Anathoth, Sibbekai the Hushathite,","na Abiyezeri w’i Anatoti, na Mebunayi w’i Hushati;"
"Zalmon the Ahohite, Maharai the Netophathite,","na Salumoni w’i Ahohi, na Maharayi w’i Netofati;"
"Benaiah the Pirathonite, Hiddai from the ravines of Gaash,","na Benaya w’i Piratoni, na Hidayi wo ku migezi y’i Gashi;"
"Abi-Albon the Arbathite, Azmaveth the Barhumite,","na Abi‐aluboni w’i Arubati, na Azimaveti w’i Bahurimu;"
"Eliahba the Shaalbonite, the sons of Jashen, Jonathan","na Eliyaba w’i Shaliboni, na bene Yasheni, na Yonatani;"
"Hezro the Carmelite, Paarai the Arbite,","na Hesiro w’i Karumeli, na Parayi w’i Arubi;"
"Igal son of Nathan from Zobah, the son of Hagri,","na Igali mwene Natani w’i Zoba, na Bani w’Umugadi;"
"Ira the Ithrite, Gareb the Ithrite","na Ira w’i Ituri, na Garebu w’i Ituri nyene;"
and Uriah the Hittite. There were thirty-seven in all.,na Uriya Umuheti; bose na bose bari mirongwitatu n’indwi.
"Although they claimed to be wise, they became fools","Biyise abanyabgenge bacika ibipfu,"
"they have no understanding, no fidelity, no love, no mercy.","n’ibipfu, n’abava mw isezerano, n’abadakunda n’ababo, n’imburakigongwe."
For God does not show favoritism.,kukw Imana itarobanura abantu ku cubahiro.
“Their mouths are full of cursing and bitterness.”,"Akanwa kabo kuzuye ukuvuma no kujingitwa,"
“Their feet are swift to shed blood;,Ibirenge vyabo vyihutira kuvisha amaraso.
"ruin and misery mark their ways,","Guhonnya no kubabaza biri mu nzira zabo,"
and the way of peace they do not know.”,Inzira y’amahoro ntibāyimenye;
“There is no fear of God before their eyes.”,Nta gutinya Imana kuri mu maso yabo.
This is why “it was credited to him as righteousness.”,Ni co catumye bimuharūrwako nk’ukugororoka.
"perseverance, character; and character, hope.",kand’ ukwihangana kugatera kudatsindwa no kugeragezwa; kudatsindwa no kugeragezwa kugatera kwizigira ibitaraba;
For in my inner being I delight in God’s law;,"Nnezererwa ivyagezwe n’Imana mu mutima wanje,"
I have great sorrow and unceasing anguish in my heart.,yuko mfise intuntu nyinshi n’umubabaro udahengeshanya mu mutima.
for God’s gifts and his call are irrevocable.,Kukw ingabire z’Imana no guhamagara kwayo itavyicuza.
"Be joyful in hope, patient in affliction, faithful in prayer.",Munezererwe kwizigira ibizoba; mwihanganire amagorwa; mushishikare gusenga;
Bless those who persecute you; bless and do not curse.,"Ababahama mubahezagire; mubahezagire, ntimubavume;"
Rejoice with those who rejoice; mourn with those who mourn.,"munezeranwe n’abanezerewe, murirane n’abarira."
"Again, it says, “Rejoice, you Gentiles, with his people.”","Kandi yongera kuvuga, ati Yemwe banyamahanga ni munezeranwe n’abantu bayo."
The God of peace be with you all. Amen.,Imana Nyen’ amahoro ibane namwe mwese. Amen.
"Greet Priscilla and Aquila, my co-workers in Christ Jesus.","Muntahirize Purisikila na Akwila abākoranye nanje muri Kristo Yesu,"
"Greet Mary, who worked very hard for you.",Muntahirize Mariya yakoreye mwebge cane.
"Greet Ampliatus, my dear friend in the Lord.","Muntahirize Ampuliyato, uwo nkunda mu Mwami wacu."
"for all the towering mountains and all the high hills,","no ku misozi miremire yose, no ku misozi yose yishira hejuru,"
"for every lofty tower and every fortified wall,","no ku munara wose ushizwe hejuru, no ku ruzitiro rurerure rwose rw’amabuye,"
for every trading ship and every stately vessel.,"no ku māto yose y’i Tarushishi, no ku bishushanyo vyose binezereza."
and the idols will totally disappear.,Ibigirwamana bizoherengetera rwose.
"the earrings and bracelets and veils,","n’impeta zo ku matwi, n’indinga, n’inkekezo bīshīshira,"
"the signet rings and nose rings,","n’impeta zo ku ntoke n’izo ku mazuru,"
"the fine robes and the capes and cloaks, the purses","n’impuzu zo ku misi mikuru, n’imitamana, n’impuzu zo kurenza hejuru, n’udupfuko,"
"and mirrors, and the linen garments and tiaras and shawls.","n’ivyirore, n’imvune zera, n’ibitambara bīteze mu mutwe, n’ubuyonga."
"Aram, Ephraim and Remaliah’s son have plotted your ruin, saying,","Abasiriya n’Abefurayimu na mwene Remaliya ko baguhigiye imihigo, bakavuga,"
"Again the Lord spoke to Ahaz,","Uhoraho yongera kubarira Ahazi,"
The Lord spoke to me again:,"Uhoraho yongera kumbarira,"
‘Are not my commanders all kings?’ he says.,"Kukw avuga, ati Mbeg’ abagabisha banje bose s’abami?"
"Cry out, Daughter Gallim! Listen, Laishah! Poor Anathoth!","Shira ijwi hejuru utakambe, wa mukobga w’i Galimu! Banga ugutwi, Layisha! Ewe Anatoti uragowe!"
Madmenah is in flight; the people of Gebim take cover.,"Ab’ i Madimena bacitse igikuba, ababa i Gebimu bahunganye utwabo!"
A prophecy against Babylon that Isaiah son of Amoz saw:,"Imbūri yo kuri Babuloni, iyo Yesaya mwene Amosi yeretswe."
This prophecy came in the year King Ahaz died:,Mu mwaka umwami Ahazi yatanzemwo habayeh’ iyi mbūri.
"Cross over to Tarshish; wail, you people of the island.","Ni mujabuke muje i Tarushishi; muboroge, mwa baba mu kizinga co mu kiyaga."
"Wail, you ships of Tarshish; your fortress is destroyed!","Boroga, mwa māto y’i Tarushishi: kukw igihome canyu gisanganguwe."
In that day— “Sing about a fruitful vineyard:,"Kur’ uwo musi bazovuga, bati Ni muririmbire uruzabibu rwa vino."
His God instructs him and teaches him the right way.,"Kukw Imana yiwe imwereka neza, ikamwigisha."
"Strengthen the feeble hands, steady the knees that give way;","Mukomeze amaboko areganutse, mugumishe amavi aregarega."
"When King Hezekiah’s officials came to Isaiah,",Nukw abantu b’umwami Hezekiya bashika kuri Yesaya.
And Hezekiah prayed to the Lord :,"Nuko Hezekiya asenga Uhoraho,"
Then the word of the Lord came to Isaiah:,"Maz’ ijambo ry’Uhoraho rishika kuri Yesaya,"
"Comfort, comfort my people, says your God.","Ni muhūmurize abantu banje, ni mubahūmurize, ni kw Imana yanyu igize."
"“Hear, you deaf; look, you blind, and see!",Mwa bipfamatwi ni mwumve; mwa mpumyi ni murābe kugira ngo mwitegereze.
“Forget the former things; do not dwell on the past.,"ati Mwoye kwibuka ivya mbere, kandi ntimwiyumvire ku vya kera."
"“There is no peace,” says my God, “for the wicked.”","Nta mahoro ku banyakibi, ni kw Imana yanje igize."
I am sending him—who is my very heart—back to you.,"Ni we nyene nkurungikiye, ni we mutima wanje."
"Epaphras, my fellow prisoner in Christ Jesus, sends you greetings.","Epafura, mugenzanje tubohanywe muri Kristo, aragutasha,"
"Reuben, Simeon, Levi and Judah;","Reyubeni, na Simeyoni, na Lewi, na Yuda,"
"Issachar, Zebulun and Benjamin;","na Isakari, na Zebuloni, na Benyamini,"
Dan and Naphtali; Gad and Asher.,"na Dani, na Nafutali, na Gadi, na Asheri."
and worked them ruthlessly.,"Bacuranguza Abisirayeli barabacumukuza,"
"God also said to Moses, “I am the Lord .","Imana ibarira Mose, iti Nd’ UHORAHO;"
"Then the Lord said to Moses,","Uhoraho abarira Mose,"
"The sons of Gershon, by clans, were Libni and Shimei.","Bene Gerushoni ni Libuni na Shimeyi, nk’ukw amazu yabo ari."
"The sons of Izhar were Korah, Nepheg and Zikri.",Bene Isihari ni Kora na Nefegi na Zikiri.
"The sons of Uzziel were Mishael, Elzaphan and Sithri.",Bene Uziyeli ni Mishayeli na Elisafani na Sitiri.
"Now when the Lord spoke to Moses in Egypt,","Ku musi Uhoraho yabaririye Mose mu gihugu ca Egiputa,"
Moses and Aaron did just as the Lord commanded them.,"Nuko Mose na Aroni bagenza bartyo, uk’ Uhoraho yabageze, aba ari ko bakora."
"The Lord said to Moses and Aaron,","Uhoraho abarira Mose na Aroni,"
Seven days passed after the Lord struck the Nile.,"Uhoraho yononye uruzi, hashira imisi ndwi."
"Then Moses left Pharaoh and prayed to the Lord ,","Mose arasohoka, ava imbere ya Farawo, atakambira Uhoraho."
Moses then left Pharaoh and prayed to the Lord .,"Nuko Mose arasohoka, ava imbere ya Farawo, atakambira Uhoraho."
"The Lord said to Moses and Aaron in Egypt,","Uhoraho abaririra Mose na Aroni mu gihugu ca Egiputa,"
The whole community of Israel must celebrate it.,Ikoraniro ry’Abisirayeli ryose baze bame bagira bartyo.
"The Lord said to Moses,","Uhoraho abarira Mose,"
"Today, in the month of Aviv, you are leaving.",Uyu musi muviriyeyo n’uwo mu kwezi kwa Abibu.
"Then the Lord said to Moses,","Uhoraho abarira Mose,"
The Lord is a warrior; the Lord is his name.,"Uhoraho n’intōre mu ntambara, Uhoraho ni ryo zina ryiwe."
“The Lord reigns for ever and ever.”,Uhoraho azokwama ahangamye ibihe bitazoshira.
"The Lord said to Moses,","Uhoraho abarira Mose,"
So the people rested on the seventh day.,Nuko ku w’indwi abantu bararuhuka.
(An omer is one-tenth of an ephah.),Ingero yitwa efa irimw’ izitwa omeru cumi.
The Amalekites came and attacked the Israelites at Rephidim.,"Maze haza Abamaleki, baterera Abisirayeli i Refidimu."
So Joshua overcame the Amalekite army with the sword.,Yosuwa aririkisha inkota abantu bose b’Abamaleki.
"Moses’ father-in-law replied, “What you are doing is not good.","Sebukwe aramwishura, at’ Ivyo ukora ivyo si vyiza."
Moses listened to his father-in-law and did everything he said.,"Nuko Mose yumvira sebukwe, akora ivyo yamubariye vyose."
So Moses went down to the people and told them.,"Nuko Mose aramanuka, aja ku bantu, arabibashikiriza."
And God spoke all these words:,"Imana ivuga aya majambo yose,"
“You shall have no other gods before me.,Ntukagire izindi mana umbangikanya.
“Remember the Sabbath day by keeping it holy.,Wibuke kuziririza umusi w’ isabato.
"Six days you shall labor and do all your work,","Mu misi itandatu uz’ ukore, abe ari yo ukoreramw’ ibikorwa vyawe vyose:"
“You shall not murder.,Ntukice.
“You shall not commit adultery.,Ntugasambane.
“You shall not steal.,Ntukibe.
“You shall not give false testimony against your neighbor.,Ntukāgirize ibinyoma mugenzawe.
“These are the laws you are to set before them:,Ibi ni vyo vyagezwe uzobashikiriza.
"burn for burn, wound for wound, bruise for bruise.","ubushe buhōrwe ubundi, uruguma ruhōrwe urundi, umushishu w’inkoni uhōrwe uwundi."
“Do not allow a sorceress to live.,Umurozikazi ntimuze mumureke ngw abeho.
“Do not take advantage of the widow or the fatherless.,Ntihaze hagire umupfakazi cank’ impfuvyi mucuranguza.
"The Lord said to Moses,","Uhoraho abarira Mose,"
"blue, purple and scarlet yarn and fine linen; goat hair;","n’inyuzi z’amasufe n’iz’ amashigisha n’izisa n’agahama n’ izera derere, n’ubushenza bg’ impene;"
“Make upright frames of acacia wood for the tabernacle.,"Kand’ uz’ ubāze imbaho mu giti c’umushita zo guhagarika iryo hema ry’imbere, uzishinge."
Make twenty frames for the south side of the tabernacle,"Nuko rer’ uz’ ubāze izo mbaho z’iryo hema, izo mu ruhande ahahera i bumanuko zibe mirongwibiri."
and forty silver bases—two under each frame.,na zo uzicurire ibitereko vyazo mirongwine mw ifeza: ibitereko bibiri‐bibiri bije musi y’urubaho rumwe‐rumwe.
Make gold filigree settings,"Kand’ uz’ ucure utugenegene mw izahabu,"
"the second row shall be turquoise, lapis lazuli and emerald;",mu wa kabiri habe utwitwa nofekina na safiro na yahalomu;
"the third row shall be jacinth, agate and amethyst;",mu wa gatatu habe utwitwa leshemu na shevo na akilama;
"“Make the robe of the ephod entirely of blue cloth,",Kand’ umwinjiro wo kwambarirwako efodi uz’ uwujishe mu nyuzi z’amasufe gusa;
Bring his sons and dress them in tunics,"Uheze uzane n’abana biwe, ubambike ya makanzo."
Offer one in the morning and the other at twilight.,"Umwagazi umwe uz’ uwutange mu gitondo, uwundi ku mugoroba."
“Make an altar of acacia wood for burning incense.,Kand’ uz’ ubāze igicaniro co kwoserezakw imibavu: ukibāze mu giti citwa umushita.
"Then the Lord said to Moses,","Uhoraho abarira Mose,"
"Then the Lord said to Moses,","Uhoraho abarira Mose,"
"Then the Lord said to Moses,","Kand’ Uhoraho abarira Mose,"
"Then the Lord said to Moses,","Uhoraho yongera kubarira Mose,"
"Then the Lord said to Moses,","Uhoraho abarira Mose,"
So the Israelites stripped off their ornaments at Mount Horeb.,"Nukw Abisirayeli biyambura utugenegene twabo, uhereye bakiva ku musozi Horebu, no mu rundi rugendo rwabo rwose."
"Then Moses said, “Now show me your glory.”","Mose aramwishura, ati Ndakwinginze, nyereka ubgiza bgawe."
Moses bowed to the ground at once and worshiped.,"Ako kanya Mose aca yunamika umutwe, arasenga."
“Do not make any idols.,Ntimuze mwironderere ibigirwamana mubivugutiye mu nkero.
"blue, purple and scarlet yarn and fine linen; goat hair;","n’inyuzi z’ amasufe n’iz’ amashigisha n’izisa n’agahama n’izera derere, n’ubushenza bg’impene;"
"Then the whole Israelite community withdrew from Moses’ presence,","Nukw ikoraniro ryose ry’ Abisirayeli baragenda, bava imbere ya Mose."
They made upright frames of acacia wood for the tabernacle.,"Abāza imbaho mu giti c’ umushita zo guhagarika iryo hema ry’imbere, arazishinga."
and forty silver bases—two under each frame.,na zo azicurira ibitereko vyazo mirongwine mw ifeza: ibitereko bibiri‐bibiri vyo kuja musi y’urubaho rumwe‐rumwe.
"the second row was turquoise, lapis lazuli and emerald;",mu wa kabiri har’ utwitwa nofekina na safiro na yahalomu;
"the third row was jacinth, agate and amethyst;",mu wa gatatu har’ utwitwa leshemu na shevo na akilama;
Then the Lord said to Moses:,"Uhoraho abarira Mose,"
Anoint the basin and its stand and consecrate them.,"Uyarobanuze n’ikigārigāri bo n’intebe yaco, uceze."
Bring his sons and dress them in tunics.,"Uheze uzane n’abana biwe, ubambike ya makanzo."
Moses did everything just as the Lord commanded him.,"Nuko Mose abigenza artyo: uk’ Uhoraho yamubariye kwose, ni ko yabikoze."
"“I will do whatever you say,” Ruth answered.","Aramwishura, at’ Ic’ umbgiye cose ndagikora."
"Hezron the father of Ram, Ram the father of Amminadab,",Hesironi yavyaye Ramu; Ramu yavyaye Aminadabu;
"Amminadab the father of Nahshon, Nahshon the father of Salmon,",Aminadabu yavyaye Nahashoni; Nahashoni yavyaye Salumoni;
"Salmon the father of Boaz, Boaz the father of Obed,",Salumoni yavyaye Bowazi; Bowazi yavyaye Obedi;
"He had seven sons and three daughters,",Yar’ afise abahungu ndwi n’abakobga batatu.
“Does Job fear God for nothing?” Satan replied.,"Maze Satani yishura Uhoraho, ati Mbeg’ ugira ngo Yobu yubahira Imana ubusa?"
He said:,"Nuko Yobu aravuga,"
Then Eliphaz the Temanite replied:,"Maze Elifazi w’i Temani aramubarira,"
"Resentment kills a fool, and envy slays the simple.","Ereg’ igipfu ni co cicwa n’ umwikomo, N’imburabgenge ni yo yicwa n’ishari."
"So the poor have hope, and injustice shuts its mouth.","Uko ni k’umworo agira ivyizigiro, Abagabitanya bakazibga akanwa."
Then Job replied:,"Maze Yobu arishura,"
I refuse to touch it; such food makes me ill.,Umutima wanje wanse kubikorako; Bimmereye nk’ivyo kurya biteye iseseme.
"when darkened by thawing ice and swollen with melting snow,","Iciwe iyondoyondo n’urubura, Shelegi ikīhishamwo;"
Then Bildad the Shuhite replied:,"Maze Biludadi w’i Shuhi aramwishura,"
Then Job replied:,"Maze Yobu arishura,"
Then Zophar the Naamathite replied:,"Maze Zofari w’i Nayama arishura,"
Then Job replied:,"Maze Yobu arishura,"
He leads rulers away stripped and makes fools of judges.,"Ishorera abajanama ar’ inyagano, N’abacamanza ibahindura ibipfu."
He leads priests away stripped and overthrows officials long established.,"Ishorera abaherezi ar’ inyagano, Icurikiranya abakomeye."
He pours contempt on nobles and disarms the mighty.,"Isuka agakēngērwe ku bahambaye, Ikadohora umukanda w’abahizi."
Then Eliphaz the Temanite replied:,"Maze Elifazi w’i Temani arishura,"
But you even undermine piety and hinder devotion to God.,"N’ukuri, kwubaha Imana ugukūyeho, Kand’ ubuzanije no kuyisenga."
"defiantly charging against him with a thick, strong shield.","Akayirangirirako afise ubugabo, Yitwaje inkinzo ifise umukondo ukomeye."
Then Job replied:,"Maze Yobu arishura,"
Then Bildad the Shuhite replied:,"Maze Biludadi w’i Shuhi arishura,"
His roots dry up below and his branches wither above.,"Imizi yiwe izokwumira hasi, N’ishami ryiwe rizokabiranira hejuru."
Then Job replied:,"Maze Yobu arishura,"
Then Zophar the Naamathite replied:,"Maze Zofari w’i Nayama arishura,"
Then Job replied:,"Maze Yobu arishura,"
